,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27705,21,4,15,9,4,14,1,4,1,0,0,39,39,0
27706,25,4,11,8,2,3,0,4,1,0,0,54,39,0
27707,0,0,0,5,4,0,3,2,1,0,0,19,39,0
27708,31,4,5,3,2,7,0,4,1,0,0,39,39,0
27709,21,4,12,13,2,10,0,4,1,0,0,39,39,1
27711,38,7,8,10,6,10,4,4,0,92,0,39,39,0
27712,24,6,11,8,0,5,2,4,1,0,0,19,39,0
27713,28,4,4,2,4,7,3,4,0,0,0,34,39,0
27714,32,4,5,3,4,7,1,1,1,0,0,44,25,0
27715,2,4,15,9,4,8,1,4,1,0,0,19,39,0
27716,22,4,9,12,2,1,0,4,1,0,0,44,39,0
27717,26,4,15,9,4,8,1,4,1,27,0,44,39,0
27718,25,4,15,9,2,4,0,4,1,0,0,64,39,0
27720,13,4,7,11,4,10,1,2,0,0,0,24,39,0
27721,44,2,12,13,0,10,1,4,0,0,0,69,39,0
27722,31,4,12,13,2,4,0,4,1,111,0,39,39,1
27725,10,4,4,2,2,6,0,4,1,0,0,44,26,0
27726,7,4,11,8,2,12,0,4,1,0,0,47,39,0
27727,24,4,2,7,0,14,1,4,1,0,0,81,39,1
27728,25,4,11,8,6,14,4,4,1,0,0,39,39,0
27729,17,4,9,12,4,10,3,4,0,0,0,14,39,0
27730,5,0,6,4,4,0,4,2,0,0,0,35,39,0
27731,30,4,11,8,0,4,4,4,0,0,0,42,39,0
27732,33,4,11,8,4,1,1,4,1,0,56,39,39,0
27734,21,4,9,12,2,3,0,4,1,0,0,44,39,0
27735,14,4,11,8,2,10,0,4,1,0,0,54,39,1
27736,27,4,15,9,2,1,5,4,0,0,0,44,39,1
27737,17,4,15,9,2,3,0,4,1,0,32,37,39,0
27738,35,4,11,8,0,7,1,2,1,109,0,39,39,1
27741,51,4,15,9,0,12,1,4,0,0,0,19,39,0
27742,5,4,11,8,4,1,3,4,0,0,0,39,26,0
27743,25,4,9,12,4,4,1,4,0,0,0,34,39,0
27744,20,4,11,8,2,3,0,4,1,0,0,34,39,0
27745,19,6,11,8,2,5,0,4,1,0,0,34,39,0
27746,21,4,15,9,0,1,4,4,0,0,0,29,39,0
27747,55,8,11,8,2,8,0,4,1,0,0,54,39,0
27748,23,4,4,2,2,8,0,4,1,0,0,39,26,0
27750,38,4,8,10,2,3,0,4,1,0,0,49,18,1
27752,35,4,9,12,5,1,4,4,0,0,10,39,39,0
27753,12,4,9,12,2,12,0,4,1,52,0,44,39,1
27754,24,4,15,9,2,10,0,2,1,0,0,3,39,0
27755,12,4,9,12,4,1,1,4,0,0,0,44,39,0
27756,7,4,9,12,4,12,1,4,0,0,0,19,39,0
27757,29,6,14,14,2,10,0,4,1,0,0,44,39,1
27758,27,4,11,8,2,4,0,4,1,0,0,59,39,1
27759,0,4,0,5,4,12,3,2,0,0,0,14,39,0
27760,18,4,8,10,0,8,4,4,0,0,0,34,39,0
27762,19,4,6,4,4,6,3,4,1,0,0,39,39,0
27763,7,4,1,6,2,7,0,4,1,0,0,59,39,0
27764,21,6,9,12,2,5,0,4,1,0,0,95,39,0
27765,2,4,1,6,4,12,1,4,0,0,0,39,16,0
27767,19,2,8,10,2,14,0,0,1,0,0,39,39,0
27769,10,4,7,11,2,1,0,4,1,0,0,39,39,1
27770,49,0,5,3,2,0,0,4,1,0,0,29,39,0
27771,48,1,15,9,2,4,0,2,1,0,66,39,39,1
27772,20,4,12,13,4,4,1,2,0,0,0,39,39,1
27775,40,4,4,2,2,14,0,2,1,0,0,49,39,0
27776,37,6,12,13,0,10,1,4,0,0,0,29,39,0
27778,26,4,11,8,5,6,1,4,1,0,0,39,39,0
27780,21,4,1,6,2,6,0,4,1,0,0,47,39,1
27781,14,4,11,8,2,10,0,4,1,111,0,39,39,1
27782,24,4,14,14,0,10,4,4,0,0,0,37,39,0
27783,3,4,15,9,4,10,1,4,0,0,0,39,39,0
27784,11,4,9,12,2,1,2,4,0,0,0,14,39,0
27785,45,4,6,4,2,8,0,4,1,0,0,34,39,0
27786,24,4,2,7,0,7,1,2,0,0,0,39,39,0
27789,11,4,9,12,2,12,0,4,1,0,0,49,39,1
27790,6,4,12,13,4,10,1,4,0,0,0,29,39,0
27791,29,6,11,8,2,5,0,4,1,0,0,34,39,0
27792,11,4,11,8,4,12,1,4,0,0,0,44,39,0
27793,33,4,0,5,5,1,4,4,0,0,0,39,39,0
27794,2,4,15,9,4,3,1,4,1,0,0,44,26,0
27795,67,4,5,3,2,10,0,2,1,0,0,9,39,0
27796,31,6,14,14,2,10,0,4,1,0,0,34,39,1
27797,44,6,11,8,6,1,4,4,0,0,0,19,39,0
27798,27,4,15,9,0,3,1,4,1,0,0,41,39,0
27799,15,4,11,8,5,6,4,1,0,0,0,59,35,0
27800,8,4,15,9,4,1,3,4,1,0,0,34,39,0
27801,30,7,15,9,0,1,1,4,0,0,0,39,39,0
27803,20,4,15,9,2,8,0,4,1,0,0,16,39,0
27804,11,4,11,8,0,13,3,1,0,0,0,39,39,0
27805,17,4,7,11,2,1,5,4,0,0,0,39,39,1
27806,15,6,15,9,0,8,1,4,0,0,0,34,39,0
27808,5,0,15,9,4,0,1,1,0,0,0,24,39,0
27809,13,4,15,9,2,4,0,2,1,0,0,95,39,0
27810,39,4,12,13,2,4,0,4,1,0,0,39,39,0
27812,11,4,15,9,4,1,3,4,0,0,0,25,39,0
27813,23,4,15,9,2,3,0,4,1,0,50,67,39,1
27814,11,4,15,9,4,12,1,4,1,0,0,44,39,0
27815,22,4,2,7,4,6,1,4,1,0,0,39,39,0
27816,16,6,11,8,2,3,0,4,1,0,0,39,39,1
27817,6,4,15,9,4,8,1,1,1,0,0,39,6,0
27818,15,4,15,9,4,7,2,4,1,0,0,54,7,0
27820,54,4,4,2,6,9,1,1,0,0,0,73,39,0
27821,13,4,15,9,2,1,0,4,1,0,0,39,39,1
27822,3,4,15,9,4,4,1,4,0,0,0,39,39,0
27823,36,1,11,8,2,14,0,4,1,0,40,49,39,0
27824,25,4,11,8,0,3,4,4,1,0,0,44,39,0
27825,27,4,9,12,2,4,0,4,1,0,51,55,39,1
27828,20,6,11,8,3,8,4,2,0,0,0,39,39,0
27829,19,2,9,12,0,10,4,4,0,0,0,39,39,0
27830,8,4,11,8,4,12,4,4,0,0,0,39,39,0
27831,37,4,10,15,2,4,0,4,1,0,55,42,39,1
27832,21,5,9,12,2,10,0,4,1,0,0,49,39,1
27834,3,7,15,9,4,3,3,4,1,0,0,37,39,0
27835,15,4,11,8,4,3,2,4,1,0,0,49,39,0
27836,7,4,7,11,4,4,1,4,1,0,0,19,39,0
27837,42,1,11,8,2,1,0,4,1,0,0,39,39,1
27838,39,6,9,12,2,1,0,4,1,0,0,39,39,1
27839,23,6,11,8,0,14,1,4,1,0,0,81,39,0
27841,21,4,9,12,2,10,5,4,0,111,0,39,39,1
27842,7,4,15,9,4,12,3,4,0,0,0,19,39,0
27843,13,4,15,9,2,12,0,4,1,0,47,39,39,1
27845,19,4,3,1,4,5,1,4,1,0,0,39,26,0
27846,3,2,15,9,4,11,3,1,0,0,0,19,39,0
27847,19,4,11,8,4,12,3,4,0,0,0,39,39,0
27848,28,1,9,12,4,4,1,4,0,0,0,39,39,0
27850,14,4,11,8,4,5,1,4,1,0,57,39,39,0
27852,7,4,1,6,4,3,4,4,1,0,0,39,39,0
27853,25,0,6,4,4,0,3,2,1,0,0,34,39,0
27855,29,1,14,14,5,10,4,4,0,0,0,39,11,1
27856,43,4,14,14,2,10,0,4,1,0,0,69,11,1
27857,23,4,15,9,0,7,4,2,0,0,0,39,39,0
27858,38,4,11,8,0,7,1,4,0,0,0,39,39,0
27859,30,4,12,13,5,13,1,4,1,118,0,39,39,1
27860,11,4,11,8,2,8,0,4,1,0,0,42,39,0
27861,38,4,14,14,2,4,0,4,1,0,0,59,39,1
27862,30,4,12,13,2,10,0,4,1,0,0,39,39,1
27863,37,4,12,13,2,4,0,4,1,0,0,51,39,1
27864,15,4,1,6,2,8,5,4,0,0,0,59,39,0
27865,21,4,7,11,2,4,0,4,1,0,0,39,39,1
27866,44,6,15,9,6,7,1,4,0,0,0,39,39,0
27867,45,5,12,13,2,10,0,1,1,0,0,39,35,0
27868,12,4,15,9,2,3,0,4,1,79,0,39,39,0
27869,9,4,11,8,4,11,1,2,0,0,0,31,39,0
27870,2,4,15,9,4,5,3,4,1,0,0,49,39,0
27871,23,4,0,5,2,3,0,4,1,0,0,39,39,0
27872,19,4,11,8,2,7,0,4,1,94,0,39,39,1
27873,25,4,11,8,2,14,0,4,1,45,0,44,39,0
27874,38,4,12,13,4,10,2,1,0,0,0,39,37,0
27875,38,4,11,8,2,8,5,2,0,36,0,34,39,0
27876,26,6,9,12,2,12,0,4,1,0,0,39,39,1
27878,21,1,15,9,2,1,0,4,1,0,0,44,39,1
27879,11,4,11,8,4,8,4,4,0,0,0,39,26,0
27880,19,4,15,9,0,13,4,4,0,0,0,39,39,0
27881,32,4,15,9,2,5,0,4,1,0,0,49,39,0
27882,24,4,15,9,0,1,3,2,0,0,0,39,39,0
27884,18,4,9,12,2,4,0,4,1,0,0,69,39,0
27885,19,7,9,12,0,10,4,4,0,0,0,39,39,0
27886,34,4,11,8,2,1,0,4,1,0,0,39,39,1
27887,6,4,11,8,4,8,1,4,1,0,0,39,13,0
27889,0,4,1,6,4,12,3,4,0,6,0,17,19,0
27890,16,6,15,9,2,12,0,4,1,0,0,24,39,0
27891,33,4,11,8,0,11,1,4,1,0,0,39,39,0
27892,21,4,2,7,2,3,0,4,1,0,0,39,39,1
27893,1,4,11,8,4,1,3,4,0,0,0,34,39,0
27894,9,4,11,8,4,14,3,4,1,0,0,39,39,0
27895,4,4,15,9,4,12,3,4,0,0,0,46,39,0
27896,9,4,11,8,2,4,0,4,1,0,0,51,39,0
27897,13,2,11,8,2,1,5,4,0,0,0,39,39,1
27898,22,0,15,9,0,0,1,4,0,0,0,19,39,0
27899,16,2,11,8,4,8,1,2,1,0,0,39,39,0
27900,25,7,15,9,0,14,4,4,1,0,0,37,39,0
27901,11,4,14,14,4,10,1,4,0,0,0,49,39,0
27903,49,2,9,12,6,10,1,2,0,0,70,24,39,0
27904,14,4,15,9,2,1,0,1,1,0,0,49,19,0
27905,19,4,15,9,0,1,4,4,1,0,0,39,2,0
27906,22,1,7,11,4,10,1,4,1,0,0,39,39,1
27908,44,4,5,3,2,3,0,4,1,97,0,39,31,1
27910,28,4,11,8,0,1,1,4,0,0,0,49,39,0
27911,4,4,6,4,4,8,3,0,1,0,0,39,39,0
27913,7,4,15,9,4,8,3,4,0,0,0,24,39,0
27914,21,4,7,11,2,4,0,4,1,0,0,54,22,0
27915,34,0,15,9,2,0,0,4,1,0,0,23,39,0
27916,12,4,9,12,2,10,5,4,0,0,51,49,39,1
27917,28,4,11,8,0,1,4,4,0,0,0,37,39,0
27918,42,4,0,5,2,14,0,4,1,0,0,49,39,0
27919,24,4,11,8,2,1,3,4,1,0,0,39,39,0
27921,26,4,15,9,0,1,1,4,1,0,0,44,39,0
27923,15,4,9,12,2,4,0,4,1,111,0,49,39,1
27924,25,4,8,10,2,7,0,4,1,0,0,39,39,0
27925,51,4,12,13,2,4,0,4,1,0,80,39,39,1
27926,38,1,11,8,2,13,0,4,1,0,50,39,39,1
27927,26,4,11,8,2,1,0,4,1,0,0,39,39,0
27928,44,4,11,8,2,1,0,4,1,0,0,39,39,1
27930,30,4,11,8,0,7,4,4,0,0,0,59,39,0
27931,4,6,5,3,4,3,1,4,1,0,0,39,39,0
27933,22,4,1,6,0,3,1,4,1,0,49,45,39,0
27934,17,4,15,9,2,14,0,2,1,0,67,39,39,0
27935,40,0,6,4,0,0,1,4,1,0,0,39,39,0
27936,10,4,9,12,0,6,3,2,1,0,0,39,39,0
27937,4,7,15,9,4,8,3,2,0,0,0,11,39,0
27938,8,4,4,2,4,7,1,4,1,0,0,39,26,0
27939,34,5,15,9,2,12,0,4,1,0,0,49,39,1
27940,18,4,9,12,4,12,3,2,0,0,0,39,39,0
27941,2,4,15,9,4,8,3,4,1,0,0,11,39,0
27942,10,4,9,12,2,4,0,4,1,94,0,54,39,1
27943,17,4,15,9,4,12,2,2,0,0,0,34,39,0
27944,16,0,11,8,0,0,4,4,0,0,0,31,39,0
27946,16,6,9,12,2,3,0,4,1,0,0,34,39,0
27947,43,6,9,12,2,3,0,4,1,0,0,39,39,0
27948,25,4,15,9,2,4,0,4,1,111,0,49,39,1
27949,30,1,11,8,2,10,5,2,0,0,0,39,39,0
27950,25,4,11,8,0,3,1,4,1,0,0,73,39,1
27951,17,4,15,9,2,4,0,4,1,0,0,64,39,1
27952,4,4,11,8,4,8,3,4,0,0,0,31,39,0
27953,13,4,12,13,2,8,0,4,1,0,0,14,39,1
27954,36,4,12,13,2,4,5,4,0,0,0,49,39,1
27955,17,4,11,8,2,3,0,4,1,0,0,39,11,0
27962,6,7,15,9,2,10,0,4,1,0,0,29,39,0
27963,48,4,15,9,2,4,5,4,0,0,0,39,39,0
27965,34,4,8,10,2,8,0,4,1,68,0,54,39,0
27966,13,2,15,9,4,6,3,4,1,0,0,39,39,0
27967,32,4,12,13,0,12,1,4,1,75,0,44,39,1
27968,20,6,11,8,2,10,0,4,1,53,0,29,39,0
27970,45,4,8,10,2,4,5,4,0,0,0,44,39,1
27971,50,0,11,8,6,0,1,4,1,7,0,34,39,0
27972,14,4,15,9,2,14,0,4,1,81,0,39,39,1
27973,33,4,9,12,2,13,0,4,1,0,0,19,39,1
27974,16,4,9,12,2,1,2,1,1,0,0,39,19,0
27975,10,4,15,9,4,14,2,4,1,0,0,39,39,0
27976,14,4,8,10,2,3,0,4,1,70,0,39,26,1
27977,18,4,15,9,4,7,2,0,1,0,0,39,39,0
27978,38,4,15,9,2,14,0,4,1,0,0,5,39,1
27979,37,6,9,12,2,4,5,4,0,0,55,34,39,1
27980,39,4,9,12,2,13,0,4,1,0,0,47,39,1
27982,49,4,5,3,6,8,1,4,0,0,0,19,11,0
27983,29,4,11,8,2,3,0,4,1,0,0,49,39,0
27984,6,4,9,12,4,4,1,4,0,0,0,37,39,0
27985,26,4,12,13,4,4,1,4,0,0,0,44,39,0
27986,23,4,11,8,2,7,0,4,1,0,0,54,39,0
27987,35,4,4,2,2,3,0,4,1,0,0,39,26,0
27988,42,2,9,12,2,10,0,4,1,0,0,49,39,1
27989,19,2,8,10,5,1,3,2,0,0,0,39,39,0
27990,16,4,11,8,4,14,1,4,1,0,0,39,39,0
27991,3,4,11,8,2,12,0,4,1,0,0,39,39,0
27992,4,4,11,8,4,7,1,4,1,0,0,34,39,0
27993,42,0,0,5,6,0,4,4,0,0,0,39,39,0
27994,25,6,12,13,2,4,0,4,1,0,0,49,39,1
27995,45,4,11,8,6,12,1,4,0,0,0,42,39,0
27996,37,4,11,8,4,12,1,4,1,0,0,39,39,0
27997,18,4,5,3,4,7,3,4,0,0,0,29,39,0
27999,4,4,11,8,4,1,2,4,0,0,0,44,39,0
28000,13,4,11,8,5,5,4,4,0,0,0,13,39,0
28001,29,4,15,9,2,3,0,4,1,0,0,39,39,1
28002,15,4,4,2,2,7,5,1,0,0,0,39,25,1
28003,4,4,15,9,4,12,2,4,1,0,0,63,39,0
28004,22,4,11,8,4,1,1,4,1,0,0,39,39,0
28005,37,4,11,8,3,4,1,4,0,0,0,42,39,0
28006,15,4,15,9,2,7,0,4,1,60,0,39,39,0
28008,25,4,3,1,2,7,0,4,1,0,0,39,22,0
28009,45,0,0,5,6,0,1,4,0,0,0,29,39,0
28010,11,4,15,9,4,8,1,4,1,0,0,34,39,0
28012,18,4,7,11,2,13,0,4,1,0,0,39,39,0
28013,2,4,15,9,4,4,3,4,0,0,0,39,39,0
28014,10,4,11,8,4,6,1,2,1,0,0,34,39,0
28015,37,4,3,1,2,14,0,4,1,0,0,49,39,0
28017,10,4,15,9,4,12,1,4,0,0,0,29,39,0
28018,13,4,11,8,4,8,1,4,1,0,0,49,0,0
28019,18,4,7,11,4,1,1,4,0,0,0,34,39,0
28020,49,0,6,4,2,0,0,4,1,0,0,39,39,0
28021,2,2,15,9,4,10,3,4,0,0,0,19,39,0
28024,14,4,15,9,4,12,1,4,0,0,0,39,39,0
28025,9,4,8,10,4,12,2,2,1,0,0,64,39,0
28026,27,4,15,9,6,12,1,4,0,0,0,24,39,0
28027,35,4,9,12,2,4,0,4,1,0,0,49,39,1
28028,13,4,15,9,2,5,0,4,1,0,0,39,39,0
28029,15,6,11,8,4,8,1,4,0,0,0,59,39,0
28030,2,6,11,8,4,3,3,4,1,0,0,39,39,0
28031,16,4,11,8,5,7,1,4,1,0,0,29,39,0
28032,3,4,15,9,4,6,1,4,1,0,0,39,39,0
28033,44,4,5,3,2,7,0,4,1,0,0,39,39,0
28034,16,4,15,9,4,8,1,2,0,0,0,34,39,0
28035,7,4,15,9,4,12,3,4,0,0,0,34,39,0
28036,14,6,9,12,0,3,1,4,1,0,0,59,39,0
28037,3,0,11,8,4,0,3,4,0,0,0,19,39,0
28038,15,4,8,10,0,4,4,4,0,0,0,49,39,0
28039,12,4,7,11,2,13,5,4,0,0,0,39,39,0
28040,44,4,0,5,0,8,1,4,1,0,0,23,39,0
28041,31,4,11,8,2,7,5,4,0,0,0,49,39,0
28042,12,1,7,11,0,1,1,4,0,0,0,39,39,0
28043,44,0,2,7,4,0,1,2,1,0,0,51,39,0
28044,17,4,15,9,4,6,1,2,1,0,0,47,0,0
28045,5,4,7,11,4,1,1,4,0,0,0,14,39,0
28046,15,4,11,8,2,3,0,4,1,0,35,39,39,0
28048,10,4,15,9,0,7,4,4,0,0,0,39,39,0
28049,9,4,11,8,4,3,2,1,1,0,0,39,17,0
28050,18,4,11,8,4,1,1,4,1,100,0,39,39,1
28051,45,4,11,8,0,1,4,4,0,0,0,39,39,0
28052,11,4,11,8,4,8,4,4,0,0,0,39,39,0
28053,33,4,11,8,5,3,1,2,1,0,0,39,39,0
28054,17,4,9,12,4,12,1,4,1,121,0,49,39,1
28056,46,4,3,1,6,7,4,4,0,0,0,43,32,0
28057,18,4,6,4,4,6,1,2,1,0,0,39,39,0
28058,38,4,9,12,2,12,0,4,1,0,0,39,39,1
28059,23,4,11,8,2,12,5,4,0,0,0,39,39,1
28060,8,4,11,8,2,12,0,3,1,0,0,49,39,0
28062,20,4,9,12,2,4,0,4,1,94,0,39,39,1
28063,37,5,9,12,2,4,0,4,1,94,0,54,39,1
28064,30,2,15,9,2,8,0,4,1,0,0,39,39,1
28065,9,4,9,12,4,4,3,4,0,0,0,39,39,0
28066,29,4,8,10,3,3,4,4,1,0,0,39,39,0
28067,7,4,2,7,4,3,2,4,1,0,0,39,39,0
28068,2,4,5,3,4,1,3,4,1,0,0,78,39,0
28069,18,4,11,8,2,12,0,4,1,0,51,39,39,1
28070,19,2,9,12,4,10,3,2,1,0,0,34,39,0
28072,29,2,12,13,2,10,0,4,1,0,0,39,39,1
28073,13,4,11,8,4,8,4,2,0,0,0,31,39,0
28074,12,4,11,8,4,8,1,2,0,0,0,39,39,0
28075,48,4,11,8,6,8,4,2,0,0,0,19,23,0
28076,24,4,12,13,2,4,5,4,0,0,0,39,39,1
28078,41,4,5,3,2,14,0,2,1,0,0,39,39,0
28079,22,7,11,8,4,8,4,2,0,0,0,39,39,0
28081,14,4,11,8,2,14,0,4,1,0,0,49,39,1
28082,16,7,10,15,2,10,0,4,1,0,0,49,39,1
28083,11,4,9,12,2,4,0,4,1,0,0,59,39,0
28084,15,4,11,8,4,1,4,2,0,50,0,34,39,0
28085,15,4,9,12,4,4,1,4,1,0,0,54,39,1
28087,24,6,14,14,2,4,0,4,1,111,0,39,39,1
28088,31,4,9,12,2,13,0,1,1,0,0,44,30,1
28090,28,4,11,8,6,3,4,2,0,0,0,39,39,0
28091,17,6,11,8,2,4,0,4,1,0,0,49,39,0
28092,0,4,0,5,4,12,3,4,0,0,0,9,39,0
28093,8,4,11,8,4,6,3,2,1,0,0,22,39,0
28094,17,5,9,12,4,10,1,4,0,0,0,61,39,1
28095,16,4,11,8,0,12,4,4,0,0,0,39,39,0
28096,4,4,15,9,4,1,1,4,0,0,0,19,39,0
28097,5,4,11,8,4,7,1,4,1,0,0,49,39,0
28098,44,4,15,9,2,10,0,4,1,0,0,41,39,0
28099,23,4,11,8,2,1,5,4,0,0,0,29,39,1
28100,41,4,15,9,2,12,0,4,1,0,0,11,39,0
28101,13,4,15,9,2,3,0,4,1,0,0,57,39,0
28102,7,4,11,8,4,3,3,4,1,0,0,59,39,0
28103,35,6,2,7,2,4,0,4,1,0,0,49,39,1
28104,33,4,11,8,6,12,4,4,0,0,0,39,39,0
28105,32,4,15,9,2,3,0,2,1,0,0,29,39,0
28107,15,4,9,12,2,1,5,4,0,0,0,34,0,1
28109,8,4,15,9,4,7,3,4,0,0,0,49,39,0
28110,17,5,11,8,2,1,0,4,1,0,0,44,39,0
28111,31,4,0,5,2,4,0,4,1,0,0,44,39,1
28112,44,0,11,8,0,0,1,4,0,0,0,95,39,0
28113,4,4,15,9,4,1,4,2,0,0,0,39,39,0
28114,3,4,5,3,4,7,3,4,0,0,0,51,39,0
28115,13,7,15,9,2,1,0,4,1,0,0,39,39,1
28116,27,4,11,8,2,12,0,4,1,0,51,39,39,1
28117,27,4,11,8,4,3,1,2,1,0,0,59,39,0
28119,14,4,14,14,0,13,1,4,0,0,0,34,39,0
28123,20,6,6,4,2,14,0,4,1,0,0,69,39,1
28124,16,6,9,12,4,14,1,4,1,0,0,39,0,0
28125,27,4,5,3,2,8,5,4,0,0,0,54,39,0
28127,11,2,7,11,4,3,3,4,1,0,0,4,39,0
28128,13,4,15,9,2,8,5,4,0,0,0,44,39,0
28129,24,2,9,12,2,10,0,4,1,0,0,34,39,0
28130,6,4,9,12,4,13,3,4,0,0,0,39,39,0
28131,2,4,11,8,4,6,2,4,1,0,0,69,39,0
28132,31,4,3,1,2,5,0,4,1,63,0,49,26,0
28133,9,7,15,9,4,8,1,4,1,0,0,19,39,0
28134,15,4,9,12,2,12,0,2,1,0,0,39,39,1
28135,9,4,11,8,0,1,4,4,0,0,0,47,39,0
28136,19,4,12,13,2,10,0,4,1,94,0,54,39,1
28137,32,4,11,8,2,14,0,4,1,0,0,39,39,0
28138,16,0,11,8,0,0,1,2,1,0,41,39,39,0
28139,37,4,12,13,0,13,1,4,1,0,0,39,39,1
28140,19,4,11,8,0,3,1,4,1,0,0,54,39,0
28141,24,4,11,8,0,6,4,4,1,0,0,47,39,0
28142,10,4,9,12,4,8,1,4,1,0,0,34,39,0
28143,51,0,9,12,2,0,0,4,1,0,79,34,39,1
28144,4,0,15,9,4,0,3,4,1,0,0,73,39,0
28145,39,0,11,8,0,0,3,4,1,0,0,39,39,0
28146,23,6,8,10,2,5,0,4,1,0,0,59,39,0
28147,29,4,11,8,0,3,1,4,1,0,0,39,39,0
28148,38,0,6,4,4,0,3,4,0,0,0,44,39,0
28149,26,4,6,4,0,14,1,2,1,0,0,39,39,0
28151,34,6,15,9,2,4,0,0,1,0,0,59,39,0
28153,50,2,10,15,4,10,1,4,0,98,0,49,39,1
28155,10,4,9,12,2,12,0,4,1,0,0,49,39,1
28158,6,4,11,8,4,7,3,4,0,0,0,15,39,0
28159,45,2,12,13,2,10,5,4,0,0,0,39,39,1
28160,14,2,9,12,2,11,0,2,1,0,0,49,39,1
28161,35,4,9,12,2,4,0,4,1,0,50,39,39,1
28162,22,6,11,8,2,5,0,4,1,0,0,39,39,0
28163,7,4,9,12,4,10,3,4,1,0,0,29,39,0
28164,38,0,11,8,4,0,1,4,1,107,0,39,39,1
28165,21,4,11,8,2,7,0,4,1,0,0,39,26,0
28167,0,4,1,6,4,12,3,2,0,0,0,14,39,0
28168,10,4,11,8,3,8,4,4,0,0,0,39,39,0
28169,13,4,15,9,0,3,1,2,1,0,0,39,39,0
28171,34,4,1,6,0,8,4,2,0,0,0,29,39,0
28172,30,4,9,12,6,9,4,4,0,117,0,34,39,1
28173,32,7,10,15,4,4,1,4,0,0,74,49,39,1
28174,17,4,11,8,2,3,0,4,1,0,0,47,39,1
28175,2,0,11,8,4,0,3,4,1,0,0,59,39,0
28176,62,1,10,15,6,4,1,4,1,0,0,5,39,1
28177,11,7,15,9,0,8,4,4,1,0,0,39,39,0
28178,24,5,15,9,2,4,0,4,1,0,0,49,39,0
28179,4,4,15,9,2,8,0,4,1,0,0,49,39,0
28180,14,6,9,12,4,13,1,4,0,0,0,39,39,0
28181,28,4,11,8,2,4,0,4,1,0,0,44,39,0
28182,6,5,11,8,4,14,1,4,1,0,0,49,39,0
28183,15,4,15,9,2,4,0,4,1,0,0,49,11,0
28184,50,4,1,6,2,14,0,4,1,0,0,39,39,0
28185,15,4,12,13,2,4,0,4,1,0,0,54,39,1
28186,18,6,11,8,2,5,0,4,1,0,0,49,39,0
28189,21,4,15,9,2,12,0,4,1,0,0,59,39,0
28190,1,4,11,8,4,10,1,4,1,0,0,29,39,0
28191,30,4,11,8,2,10,0,4,1,79,0,23,39,0
28193,4,4,15,9,2,4,0,4,1,0,79,47,39,0
28194,10,0,9,12,3,0,1,4,1,0,0,49,0,0
28195,11,4,15,9,4,1,4,1,0,0,0,29,0,0
28196,15,4,14,14,2,12,0,4,1,72,0,39,0,0
28197,23,4,14,14,2,10,0,4,1,111,0,54,11,1
28198,6,4,9,12,4,7,3,4,0,0,36,39,39,0
28200,27,5,15,9,4,12,1,4,1,0,74,59,39,0
28201,26,4,11,8,2,1,5,4,0,0,0,24,39,1
28202,14,4,9,12,2,4,0,4,1,0,55,54,39,1
28205,12,6,12,13,2,3,0,4,1,0,0,29,39,0
28206,15,0,7,11,4,0,3,4,1,0,0,39,39,0
28207,61,4,5,3,2,6,0,4,1,19,0,14,39,0
28208,47,5,11,8,2,4,0,4,1,0,0,39,39,1
28209,41,4,9,12,2,4,0,4,1,0,0,49,39,1
28210,38,0,2,7,6,0,1,4,1,0,0,29,39,0
28213,10,2,11,8,2,7,0,4,1,0,0,39,39,0
28214,20,6,11,8,2,12,0,4,1,121,0,49,39,1
28215,25,4,8,10,4,1,1,4,0,0,0,39,39,0
28216,30,2,2,7,2,1,0,4,1,0,0,34,33,0
28217,12,4,11,8,4,6,1,2,0,0,0,39,39,0
28218,16,4,3,1,4,12,3,4,0,0,0,23,39,0
28219,27,4,15,9,6,4,1,2,0,0,0,39,39,0
28220,53,4,4,2,6,8,2,4,0,33,0,39,0,0
28221,8,4,11,8,4,14,1,4,1,0,0,76,39,0
28222,7,7,9,12,4,1,2,4,0,0,0,9,39,0
28223,25,7,9,12,0,1,4,2,0,50,0,39,39,0
28224,36,4,9,12,2,4,0,2,1,0,0,49,39,1
28225,22,4,9,12,0,4,4,2,0,0,0,59,39,0
28226,55,6,11,8,2,5,0,4,1,0,0,39,39,0
28227,26,5,6,4,4,12,3,4,0,0,0,43,32,0
28229,20,4,7,11,2,10,0,4,1,0,0,44,39,1
28231,22,4,10,15,2,10,0,4,1,0,0,49,39,1
28232,47,6,11,8,2,3,0,4,1,42,0,23,22,0
28234,33,4,9,12,2,4,0,4,1,0,0,49,39,1
28235,16,4,4,2,4,8,4,4,0,0,0,39,26,0
28236,1,4,11,8,4,12,1,4,0,0,0,19,39,0
28237,3,4,1,6,4,6,1,4,1,0,0,31,26,0
28238,15,4,15,9,5,13,4,4,0,0,0,49,39,0
28239,28,4,15,9,0,1,4,4,0,0,0,39,39,0
28240,31,4,11,8,2,6,5,2,0,0,0,39,39,0
28242,6,4,11,8,4,7,3,4,0,0,0,39,39,0
28243,17,1,9,12,2,11,0,4,1,0,51,47,39,1
28244,26,4,9,12,5,4,4,4,1,100,0,39,39,1
